From,To
F8LGC8,ssr:SALIVB_0052
F8LGD0,ssr:SALIVB_0054
F8LGD1,ssr:SALIVB_0055
F8LGD2,ssr:SALIVB_0056
F8LGD3,ssr:SALIVB_0057
F8LGD4,ssr:SALIVB_0058
F8LGD5,ssr:SALIVB_0059
F8LGD6,ssr:SALIVB_0060
F8LGD8,ssr:SALIVB_0062
F8LGE0,ssr:SALIVB_0064
F8LGE1,ssr:SALIVB_0065
F8LGE2,ssr:SALIVB_0066
F8LGE4,ssr:SALIVB_0068
F8LGE5,ssr:SALIVB_0069
F8LGE6,ssr:SALIVB_0070
F8LGE7,ssr:SALIVB_0071
F8LGE8,ssr:SALIVB_0072
F8LGE9,ssr:SALIVB_0073
F8LGF0,ssr:SALIVB_0074
F8LGF1,ssr:SALIVB_0075
F8LGF2,ssr:SALIVB_0076
F8LGF3,ssr:SALIVB_0077
F8LGF4,ssr:SALIVB_0078
F8LGF6,ssr:SALIVB_0093
F8LGF7,ssr:SALIVB_0094
F8LGG0,ssr:SALIVB_0097
F8LGG2,ssr:SALIVB_0100
F8LGG4,ssr:SALIVB_0102
F8LGG7,ssr:SALIVB_0105
F8LGH2,ssr:SALIVB_0111
F8LGH3,ssr:SALIVB_0112
F8LGH4,ssr:SALIVB_0113
F8LGH8,ssr:SALIVB_0117
F8LGI0,ssr:SALIVB_0119
F8LGI3,ssr:SALIVB_0122
F8LGI5,ssr:SALIVB_0125
F8LGJ0,ssr:SALIVB_0130
F8LGJ1,ssr:SALIVB_0131
F8LGJ3,ssr:SALIVB_0133
F8LGK0,ssr:SALIVB_0140
F8LGK4,ssr:SALIVB_0145
F8LGK5,ssr:SALIVB_0146
F8LGK6,ssr:SALIVB_0147
F8LGL0,ssr:SALIVB_0151
F8LGL1,ssr:SALIVB_0152
F8LGL2,ssr:SALIVB_0153
F8LGL3,ssr:SALIVB_0154
F8LGL4,ssr:SALIVB_0167
F8LGL5,ssr:SALIVB_0168
F8LGL7,ssr:SALIVB_0170
F8LGL9,ssr:SALIVB_0172
F8LGM0,ssr:SALIVB_0173
F8LGM1,ssr:SALIVB_0174
F8LGM3,ssr:SALIVB_0176
F8LGM4,ssr:SALIVB_0177
F8LGM5,ssr:SALIVB_0178
F8LGM6,ssr:SALIVB_0179
F8LGM7,ssr:SALIVB_0180
F8LGM8,ssr:SALIVB_0181
F8LGM9,ssr:SALIVB_0182
F8LGN2,ssr:SALIVB_0185
F8LGN3,ssr:SALIVB_0186
F8LGN5,ssr:SALIVB_0188
F8LGN6,ssr:SALIVB_0189
F8LGN7,ssr:SALIVB_0190
F8LGN8,ssr:SALIVB_0191
F8LGP0,ssr:SALIVB_0193
F8LGP2,ssr:SALIVB_0195
F8LGP4,ssr:SALIVB_0197
F8LGP8,ssr:SALIVB_0201
F8LGP9,ssr:SALIVB_0202
F8LGQ0,ssr:SALIVB_0203
F8LGQ1,ssr:SALIVB_0204
F8LGQ2,ssr:SALIVB_0205
F8LGQ3,ssr:SALIVB_0206
F8LGQ4,ssr:SALIVB_0207
F8LGQ5,ssr:SALIVB_0208
F8LGQ6,ssr:SALIVB_0209
F8LGQ7,ssr:SALIVB_0210
F8LGQ8,ssr:SALIVB_0211
F8LGQ9,ssr:SALIVB_0212
F8LGR0,ssr:SALIVB_0213
F8LGR1,ssr:SALIVB_0214
F8LGR3,ssr:SALIVB_0216
F8LGR6,ssr:SALIVB_0220
F8LGR8,ssr:SALIVB_0222
F8LGR9,ssr:SALIVB_0223
F8LGS1,ssr:SALIVB_0226
F8LGS2,ssr:SALIVB_0227
F8LGS3,ssr:SALIVB_0228
F8LGS4,ssr:SALIVB_0229
F8LGS5,ssr:SALIVB_0230
F8LGS8,ssr:SALIVB_0233
F8LGS9,ssr:SALIVB_0234
F8LGT0,ssr:SALIVB_0235
F8LGT1,ssr:SALIVB_0236
F8LGT2,ssr:SALIVB_0237
F8LGT3,ssr:SALIVB_0238
F8LGT5,ssr:SALIVB_0240
F8LGT7,ssr:SALIVB_0242
F8LGT8,ssr:SALIVB_0243
F8LGU0,ssr:SALIVB_0245
F8LGU1,ssr:SALIVB_0246
F8LGU2,ssr:SALIVB_0247
F8LGU7,ssr:SALIVB_0252
F8LGU8,ssr:SALIVB_0253
F8LGV3,ssr:SALIVB_0258
F8LGV4,ssr:SALIVB_0259
F8LGV5,ssr:SALIVB_0260
F8LGV7,ssr:SALIVB_0262
F8LGV8,ssr:SALIVB_0263
F8LGW1,ssr:SALIVB_0266
F8LGW2,ssr:SALIVB_0267
F8LGW5,ssr:SALIVB_0270
F8LGW6,ssr:SALIVB_0271
F8LGW9,ssr:SALIVB_0274
F8LGX0,ssr:SALIVB_0275
F8LGX3,ssr:SALIVB_0278
F8LGX4,ssr:SALIVB_0279
F8LGX5,ssr:SALIVB_0280
F8LGX7,ssr:SALIVB_0282
F8LGX8,ssr:SALIVB_0283
F8LGX9,ssr:SALIVB_0284
F8LGY0,ssr:SALIVB_0285
F8LGY1,ssr:SALIVB_0286
F8LGY2,ssr:SALIVB_0287
F8LGY3,ssr:SALIVB_0288
F8LGY4,ssr:SALIVB_0289
F8LGY5,ssr:SALIVB_0290
F8LGZ4,ssr:SALIVB_0299
F8LGZ5,ssr:SALIVB_0300
F8LGZ6,ssr:SALIVB_0301
F8LGZ7,ssr:SALIVB_0302
F8LGZ8,ssr:SALIVB_0303
F8LGZ9,ssr:SALIVB_0304
F8LH00,ssr:SALIVB_0305
F8LH01,ssr:SALIVB_0306
F8LH02,ssr:SALIVB_0307
F8LH03,ssr:SALIVB_0308
F8LH04,ssr:SALIVB_0309
F8LH05,ssr:SALIVB_0310
F8LH06,ssr:SALIVB_0311
F8LH07,ssr:SALIVB_0312
F8LH08,ssr:SALIVB_0313
F8LH10,ssr:SALIVB_0315
F8LH11,ssr:SALIVB_0316
F8LH13,ssr:SALIVB_0318
F8LH15,ssr:SALIVB_0320
F8LH16,ssr:SALIVB_0321
F8LH18,ssr:SALIVB_0323
F8LH19,ssr:SALIVB_0324
F8LH21,ssr:SALIVB_0326
F8LH22,ssr:SALIVB_0327
F8LH24,ssr:SALIVB_0329
F8LH25,ssr:SALIVB_0330
F8LH28,ssr:SALIVB_0333
F8LH31,ssr:SALIVB_0336
F8LH32,ssr:SALIVB_0337
F8LH33,ssr:SALIVB_0338
F8LH38,ssr:SALIVB_0343
F8LH40,ssr:SALIVB_0345
F8LH41,ssr:SALIVB_0346
F8LH43,ssr:SALIVB_0348
