From,To
A6T6I9,kpn:KPN_00774
A6T6J0,kpn:KPN_00775
A6T6J1,kpn:KPN_00776
A6T6J3,kpn:KPN_00778
A6T6K0,kpn:KPN_00785
A6T6K9,kpn:KPN_00794
A6T6L3,kpn:KPN_00798
A6T6L5,kpn:KPN_00800
A6T6L8,kpn:KPN_00803
A6T6L9,kpn:KPN_00804
A6T6M2,kpn:KPN_00807
A6T6M6,kpn:KPN_00811
A6T6M7,kpn:KPN_00812
A6T6M8,kpn:KPN_00813
A6T6M9,kpn:KPN_00814
A6T6N2,kpn:KPN_00817
A6T6N6,kpn:KPN_00821
A6T6N8,kpn:KPN_00823
A6T6N9,kpn:KPN_00824
A6T6P1,kpn:KPN_00826
A6T6P3,kpn:KPN_00828
A6T6P4,kpn:KPN_00829
A6T6Q1,kpn:KPN_00836
A6T6Q4,kpn:KPN_00839
A6T6Q5,kpn:KPN_00840
A6T6Q6,kpn:KPN_00841
A6T6Q7,kpn:KPN_00842
A6T6Q8,kpn:KPN_00843
A6T6R1,kpn:KPN_00846
A6T6R4,kpn:KPN_00849
A6T6R8,kpn:KPN_00853
A6T6U5,kpn:KPN_00880
A6T6U9,kpn:KPN_00884
A6T6V0,kpn:KPN_00885
A6T6V2,kpn:KPN_00887
A6T6V3,kpn:KPN_00888
A6T6V4,kpn:KPN_00889
A6T6V6,kpn:KPN_00891
A6T6V7,kpn:KPN_00892
A6T6V8,kpn:KPN_00893
A6T6W0,kpn:KPN_00895
A6T6W2,kpn:KPN_00897
A6T6W3,kpn:KPN_00898
A6T6W6,kpn:KPN_00901
A6T6X4,kpn:KPN_00909
A6T6X6,kpn:KPN_00911
A6T6X8,kpn:KPN_00913
A6T6X9,kpn:KPN_00914
A6T6Y0,kpn:KPN_00915
A6T6Y2,kpn:KPN_00917
A6T6Y4,kpn:KPN_00919
A6T6Y8,kpn:KPN_00923
A6T6Y9,kpn:KPN_00924
A6T6Z0,kpn:KPN_00925
A6T6Z5,kpn:KPN_00930
A6T6Z6,kpn:KPN_00931
A6T6Z9,kpn:KPN_00934
A6T702,kpn:KPN_00937
A6T703,kpn:KPN_00938
A6T704,kpn:KPN_00939
A6T706,kpn:KPN_00941
A6T709,kpn:KPN_00944
A6T710,kpn:KPN_00945
A6T714,kpn:KPN_00949
A6T719,kpn:KPN_00954
A6T720,kpn:KPN_00955
A6T726,kpn:KPN_00961
A6T736,kpn:KPN_00971
A6T738,kpn:KPN_00973
A6T740,kpn:KPN_00975
A6T745,kpn:KPN_00980
A6T747,kpn:KPN_00982
A6T748,kpn:KPN_00983
A6T750,kpn:KPN_00985
A6T751,kpn:KPN_00986
A6T752,kpn:KPN_00987
A6T755,kpn:KPN_00990
A6T765,kpn:KPN_01000
A6T768,kpn:KPN_01003
A6T770,kpn:KPN_01005
A6T771,kpn:KPN_01006
A6T777,kpn:KPN_01013
A6T781,kpn:KPN_01017
A6T783,kpn:KPN_01019
A6T785,kpn:KPN_01021
A6T787,kpn:KPN_01023
A6T788,kpn:KPN_01024
A6T792,kpn:KPN_01028
A6T794,kpn:KPN_01030
A6T7A0,kpn:KPN_01036
A6T7A3,kpn:KPN_01039
A6T7A4,kpn:KPN_01040
A6T7A8,kpn:KPN_01044
A6T7A9,kpn:KPN_01045
A6T7B2,kpn:KPN_01048
A6T7B3,kpn:KPN_01050
A6T7C1,kpn:KPN_01059
A6T7C4,kpn:KPN_01062
A6T7C9,kpn:KPN_01067
A6T7D2,kpn:KPN_01070
A6T7D9,kpn:KPN_01077
A6T7E8,kpn:KPN_01086
A6T7F1,kpn:KPN_01089
A6T7F2,kpn:KPN_01090
A6T7F3,kpn:KPN_01091
A6T7F5,kpn:KPN_01093
A6T7F6,kpn:KPN_01094
A6T7F8,kpn:KPN_01096
A6T7F9,kpn:KPN_01097
A6T7G1,kpn:KPN_01099
A6T7G2,kpn:KPN_01100
A6T7G3,kpn:KPN_01101
A6T7G7,kpn:KPN_01105
A6T7G8,kpn:KPN_01106
A6T7H6,kpn:KPN_01114
A6T7P0,kpn:KPN_01178
A6T7P3,kpn:KPN_01181
A6T7P5,kpn:KPN_01183
A6T7Q1,kpn:KPN_01189
A6T7Q2,kpn:KPN_01190
A6T7Q5,kpn:KPN_01193
A6T7Q8,kpn:KPN_01196
A6T7Q9,kpn:KPN_01197
A6T7R0,kpn:KPN_01198
A6T7R1,kpn:KPN_01199
A6T7R2,kpn:KPN_01200
A6T7R3,kpn:KPN_01201
A6T7R8,kpn:KPN_01206
A6T7R9,kpn:KPN_01207
A6T7S4,kpn:KPN_01212
A6T7T2,kpn:KPN_01220
A6T7U1,kpn:KPN_01229
A6T7U5,kpn:KPN_01233
A6T7U8,kpn:KPN_01236
A6T7V1,kpn:KPN_01239
A6T7V7,kpn:KPN_01245
A6T7V9,kpn:KPN_01247
A6T7W5,kpn:KPN_01253
A6T7W6,kpn:KPN_01254
A6T7X1,kpn:KPN_01259
A6T7X7,kpn:KPN_01265
A6T7X8,kpn:KPN_01266
A6T7Y1,kpn:KPN_01269
A6T7Y2,kpn:KPN_01270
A6T7Y3,kpn:KPN_01271
A6T7Y5,kpn:KPN_01273
A6T7Y6,kpn:KPN_01274
A6T7Y7,kpn:KPN_01275
A6T7Z2,kpn:KPN_01280
A6T7Z3,kpn:KPN_01281
A6T7Z4,kpn:KPN_01282
A6T802,kpn:KPN_01290
A6T803,kpn:KPN_01291
A6T806,kpn:KPN_01294
A6T810,kpn:KPN_01298
A6T811,kpn:KPN_01299
A6T812,kpn:KPN_01300
A6T813,kpn:KPN_01301
A6T817,kpn:KPN_01305
A6T838,kpn:KPN_01327
A6T865,kpn:KPN_01354
A6T873,kpn:KPN_01362
A6T875,kpn:KPN_01364
A6T878,kpn:KPN_01367
A6T880,kpn:KPN_01369
A6T8F6,kpn:KPN_01445
A6T8F9,kpn:KPN_01448
A6T8G0,kpn:KPN_01449
A6T8G1,kpn:KPN_01450
A6T8H8,kpn:KPN_01467
A6T8I0,kpn:KPN_01469
A6T8I8,kpn:KPN_01477
A6T8J2,kpn:KPN_01481
A6T8J4,kpn:KPN_01483
A6T8J9,kpn:KPN_01488
A6T8K0,kpn:KPN_01489
A6T8K8,kpn:KPN_01498
A6T8L2,kpn:KPN_01502
A6T8L3,kpn:KPN_01503
A6T8L5,kpn:KPN_01505
A6T8M2,kpn:KPN_01512
A6T8M5,kpn:KPN_01515
A6T8M7,kpn:KPN_01517
A6T8N0,kpn:KPN_01520
A6T8N1,kpn:KPN_01521
A6T8N2,kpn:KPN_01522
A6T8N5,kpn:KPN_01525
A6T8N7,kpn:KPN_01527
A6T8N8,kpn:KPN_01528
A6T8N9,kpn:KPN_01529
A6T8P8,kpn:KPN_01538
A6T8S4,kpn:KPN_01564
A6T8S5,kpn:KPN_01565
A6T8S6,kpn:KPN_01566
A6T8S7,kpn:KPN_01567
A6T8S9,kpn:KPN_01569
A6T8T3,kpn:KPN_01573
A6T8T5,kpn:KPN_01575
A6T8T8,kpn:KPN_01578
A6T8U3,kpn:KPN_01583
A6T8U4,kpn:KPN_01584
A6T8U9,kpn:KPN_01589
A6T8V0,kpn:KPN_01590
A6T8V7,kpn:KPN_01597
A6T8V9,kpn:KPN_01599
A6T8W5,kpn:KPN_01605
A6T8W5,kpn:KPN_pKPN4p07052
A6T8Y3,kpn:KPN_01623
A6T8Y7,kpn:KPN_01627
A6T8Y8,kpn:KPN_01628
A6T8Z2,kpn:KPN_01632
A6T8Z3,kpn:KPN_01633
A6T8Z4,kpn:KPN_01634
A6T8Z7,kpn:KPN_01637
A6T907,kpn:KPN_01647
A6T914,kpn:KPN_01654
A6T922,kpn:KPN_01662
A6T923,kpn:KPN_01663
A6T926,kpn:KPN_01666
A6T935,kpn:KPN_01675
A6T936,kpn:KPN_01676
A6T939,kpn:KPN_01679
A6T940,kpn:KPN_01680
A6T944,kpn:KPN_01684
A6T945,kpn:KPN_01685
A6T948,kpn:KPN_01688
A6T958,kpn:KPN_01698
A6T969,kpn:KPN_01709
A6T970,kpn:KPN_01710
A6T981,kpn:KPN_01721
A6T985,kpn:KPN_01725
A6T987,kpn:KPN_01727
A6T9A3,kpn:KPN_01743
A6T9B3,kpn:KPN_01753
A6T9B5,kpn:KPN_01755
A6T9B7,kpn:KPN_01757
A6T9C0,kpn:KPN_01760
